CustomerID,DateTimeID,QuestionID,RepresentativeID,DepartmentID,MobilePlanID,LengthOfCall,LevelOfEscalation,CustomerSatisfactionLevel,QueryResolutionBalance
88,336,173,35,2,6,155.08,Manager,Satisfied,-683.91
89,19,168,25,6,9,152.73,First,Partly Satisfied,-792.38
89,114,196,25,1,8,162.64,Second,Partly Satisfied,-737.97
89,136,129,3,7,1,186.80,First,Partly Satisfied,575.51
89,242,116,1,7,9,20.95,First,More than Satisfied,1415.20
89,300,106,6,4,5,137.50,Second,Very Satisfied,-246.82
89,339,39,37,5,1,158.53,Second,More than Satisfied,1479.46
90,7,173,1,3,5,37.05,First,Satisfied,632.96
90,61,4,19,1,2,38.84,Second,Very Satisfied,1673.98
90,106,52,8,3,5,147.72,Manager,Very Satisfied,581.70
90,227,183,12,7,2,187.07,Second,Not at all Satisfied,1500.62
91,1,100,1,3,2,207.10,First,Satisfied,179.01
91,11,59,30,6,4,61.83,Second,Partly Satisfied,1653.47
91,63,35,5,4,10,123.11,Second,Very Satisfied,-552.94
91,206,115,30,7,2,170.67,First,More than Satisfied,-619.25
91,250,189,28,2,7,137.75,Manager,Satisfied,502.95
91,280,164,33,5,8,19.87,First,Partly Satisfied,564.90
92,6,162,20,3,9,63.97,First,More than Satisfied,418.64
92,124,29,25,5,3,42.74,Second,Partly Satisfied,-411.90
92,177,166,10,5,6,104.68,First,More than Satisfied,-566.45
92,247,164,8,7,9,127.45,Manager,Satisfied,900.01
92,276,194,1,6,1,126.11,Second,Not at all Satisfied,-321.63
92,303,175,16,6,9,48.24,First,Not at all Satisfied,1574.82
93,69,87,5,4,3,79.08,Second,Not at all Satisfied,1679.16
93,186,74,16,1,4,105.51,First,Satisfied,1579.09
93,198,137,26,1,5,10.03,Manager,Satisfied,1523.42
93,205,119,36,3,9,38.83,First,Partly Satisfied,-663.58
93,304,41,29,7,3,51.92,Second,Very Satisfied,-119.53
93,346,67,3,2,1,109.71,First,Not at all Satisfied,183.91
93,354,154,18,3,8,144.18,First,More than Satisfied,252.91
93,382,162,24,4,8,110.70,First,More than Satisfied,-138.13
93,383,104,6,6,7,201.56,First,Satisfied,155.31
94,78,181,25,2,2,75.74,First,Satisfied,-42.38
94,139,72,30,4,3,107.97,Manager,Partly Satisfied,119.61
94,294,15,22,3,6,62.61,First,Satisfied,219.49
94,323,186,19,6,6,193.23,First,Partly Satisfied,1259.47
94,383,136,40,4,5,207.71,First,Not at all Satisfied,1495.15
95,54,128,14,5,2,65.19,First,More than Satisfied,1248.74
95,77,105,3,1,10,198.52,Manager,More than Satisfied,-64.29
95,82,135,17,4,5,147.39,Second,More than Satisfied,-245.14
95,203,159,25,1,7,87.23,Manager,More than Satisfied,1388.86
95,311,166,34,6,3,182.39,First,More than Satisfied,1655.97
96,42,185,32,2,5,41.73,First,Very Satisfied,-710.51
96,105,196,3,3,8,155.37,First,Partly Satisfied,1154.80
96,219,71,15,5,7,132.23,First,Partly Satisfied,-378.03
96,249,195,15,4,7,22.71,Second,More than Satisfied,-583.44
96,250,188,8,7,5,100.90,First,More than Satisfied,1319.00
96,256,158,14,7,2,173.82,Manager,Not at all Satisfied,518.52
96,304,188,23,6,10,49.23,First,Very Satisfied,-261.64
97,80,190,9,7,6,159.17,Second,More than Satisfied,451.36
97,154,66,20,3,9,134.47,First,Satisfied,1744.45
97,272,158,2,4,1,101.57,First,Satisfied,-633.33
97,318,168,25,2,5,79.07,Manager,Not at all Satisfied,810.03
98,85,10,14,1,5,122.52,Second,Not at all Satisfied,148.61
99,86,48,10,5,5,95.27,First,Partly Satisfied,958.83
99,199,133,22,7,6,111.75,First,More than Satisfied,519.27
99,205,191,7,7,4,184.33,Second,Not at all Satisfied,-529.03
100,91,28,36,7,4,65.50,First,Very Satisfied,-89.02
100,117,19,30,7,10,93.12,Second,More than Satisfied,900.96
101,78,51,31,7,1,138.28,Manager,More than Satisfied,1483.78
101,87,175,14,3,5,171.80,Second,Very Satisfied,1049.63
101,155,7,2,7,2,199.13,Second,Partly Satisfied,-462.51
101,242,29,11,3,5,150.33,Manager,Satisfied,539.03
102,1,182,22,7,9,54.33,First,More than Satisfied,861.15
102,132,109,8,6,9,208.05,Second,Not at all Satisfied,-397.20
102,162,23,27,6,8,100.81,Manager,Satisfied,-151.04
102,212,65,15,3,6,138.80,Manager,Very Satisfied,1134.31
102,235,110,6,5,6,150.96,Manager,Partly Satisfied,1227.13
102,349,112,14,3,6,192.71,Second,Partly Satisfied,452.29
103,89,140,2,6,2,17.17,First,More than Satisfied,-291.65
103,157,19,8,4,10,68.65,First,Very Satisfied,1462.15
103,165,72,40,6,1,165.59,First,Satisfied,869.18
103,180,158,20,5,5,137.66,Second,Partly Satisfied,-441.36
103,338,152,28,1,1,7.58,First,Satisfied,1383.73
104,126,120,2,7,6,179.81,Second,Not at all Satisfied,1790.65
104,142,153,27,1,8,92.89,Second,Partly Satisfied,-265.96
104,158,75,17,4,6,60.68,Second,Partly Satisfied,-229.42
104,234,56,9,2,2,189.73,First,Very Satisfied,531.82
104,307,36,27,3,3,168.33,Manager,More than Satisfied,98.92
104,315,38,21,6,10,183.72,First,Satisfied,-459.99
104,356,37,9,4,3,199.57,First,Partly Satisfied,-629.76
104,368,29,33,2,7,112.62,Second,Very Satisfied,1522.15
105,40,63,7,2,7,171.06,First,Satisfied,-681.17
105,90,146,26,5,10,13.07,First,More than Satisfied,374.84
105,119,141,30,1,8,15.05,Manager,Not at all Satisfied,-127.80
105,286,84,25,2,8,113.31,First,Satisfied,-291.74
105,313,195,29,3,7,32.26,Second,More than Satisfied,208.61
106,16,10,5,1,2,37.68,Manager,Very Satisfied,-553.67
106,30,198,8,6,9,39.10,First,Partly Satisfied,264.99
106,60,152,20,2,9,114.77,Second,Very Satisfied,1231.60
106,203,27,5,7,2,135.25,First,Satisfied,-212.24
106,227,147,15,5,8,35.26,Second,Very Satisfied,910.64
106,269,125,16,7,9,6.84,Second,Satisfied,898.61
106,362,174,3,5,4,189.29,Second,Very Satisfied,588.67
107,324,146,39,3,9,198.89,Second,Partly Satisfied,1216.88
108,92,5,30,2,5,49.59,First,Not at all Satisfied,543.51
108,235,9,9,3,2,153.64,Second,Partly Satisfied,1269.23
108,332,67,35,3,9,78.64,First,Very Satisfied,1263.36
109,18,197,30,2,10,168.89,First,Satisfied,45.38
109,156,35,22,7,3,170.43,First,More than Satisfied,1140.13
110,147,156,13,4,4,103.41,Second,Not at all Satisfied,344.51
110,336,110,32,3,6,178.50,First,Satisfied,699.96
110,396,161,1,7,7,118.58,First,Not at all Satisfied,-487.80
111,4,114,26,1,7,108.72,First,Satisfied,1500.88
111,54,90,17,3,7,78.25,First,Not at all Satisfied,791.17
111,277,148,15,6,3,209.50,First,Very Satisfied,1669.68
111,279,65,16,4,2,128.36,First,Partly Satisfied,44.98
112,3,200,3,3,6,80.35,Second,Not at all Satisfied,314.14
112,77,71,12,7,1,106.42,Second,Partly Satisfied,-490.14
112,227,57,36,3,4,57.57,Second,Satisfied,676.63
112,248,92,38,7,7,159.52,First,More than Satisfied,1723.24
112,277,140,29,7,6,46.60,First,Not at all Satisfied,-142.51
112,291,170,40,6,6,19.59,First,Very Satisfied,1467.09
113,1,39,19,2,7,203.52,First,Very Satisfied,833.28
113,28,38,22,3,3,184.23,First,Partly Satisfied,-16.26
113,98,61,26,5,4,71.27,First,Very Satisfied,-483.28
113,132,186,16,7,8,155.71,Second,Partly Satisfied,-770.25
113,176,108,3,5,3,54.82,Second,Not at all Satisfied,963.40
113,179,109,35,2,7,61.23,Second,Very Satisfied,1218.17
113,209,28,18,5,2,90.11,First,More than Satisfied,-38.13
113,301,145,8,3,6,134.61,Manager,More than Satisfied,883.48
113,376,77,25,3,5,4.00,First,Partly Satisfied,-559.70
113,392,154,29,3,7,75.05,First,Very Satisfied,1131.29
114,55,29,6,2,8,125.15,First,Not at all Satisfied,257.76
114,229,90,14,6,5,182.48,Second,Satisfied,731.10
114,244,179,15,4,2,190.13,First,Very Satisfied,1601.89
114,250,109,6,2,9,15.88,First,Very Satisfied,-728.63
114,330,59,26,6,5,175.07,First,Not at all Satisfied,257.76
115,42,122,34,6,4,202.56,Second,More than Satisfied,937.25
115,188,69,17,6,3,20.32,Second,Very Satisfied,1022.55
115,287,122,2,6,9,85.92,Manager,More than Satisfied,1089.57
116,39,97,13,1,3,106.58,First,Not at all Satisfied,1793.55
116,143,82,13,1,6,85.78,First,Satisfied,783.33
116,166,38,13,3,3,131.80,First,Very Satisfied,35.28
116,232,89,25,6,6,171.98,First,More than Satisfied,1141.50
116,344,31,17,1,5,37.85,First,More than Satisfied,575.07
116,367,32,6,4,7,84.15,Second,Partly Satisfied,-709.49
117,6,90,13,6,9,182.47,Second,Not at all Satisfied,-561.16
117,17,3,14,4,10,197.26,Second,Partly Satisfied,910.70
117,242,35,11,5,9,168.40,Second,Partly Satisfied,1709.77
117,254,186,33,2,5,61.54,First,Very Satisfied,273.84
117,260,73,13,4,3,128.70,First,Very Satisfied,1747.41
117,308,111,2,1,10,134.85,Manager,Partly Satisfied,411.96
117,332,150,31,7,3,95.62,Second,Not at all Satisfied,-783.28
117,387,152,21,7,1,20.07,First,Satisfied,138.07
118,15,107,6,6,8,4.20,First,Not at all Satisfied,-621.36
118,185,154,29,6,6,30.04,First,Very Satisfied,287.32
118,215,15,1,6,7,92.28,First,Partly Satisfied,-286.17
118,256,43,40,7,3,81.73,First,Satisfied,15.42
118,371,128,6,5,10,68.83,First,Satisfied,1017.66
119,181,159,13,5,8,190.01,Second,Satisfied,168.96
119,240,51,39,1,4,196.12,First,Partly Satisfied,855.24
119,309,89,11,4,10,9.27,Second,Very Satisfied,1674.16
119,311,85,27,7,3,40.81,First,More than Satisfied,-288.42
119,319,49,19,1,7,202.02,Manager,Satisfied,1314.05
119,321,17,25,4,2,177.91,First,Satisfied,742.26
119,354,21,21,5,6,101.01,Second,Satisfied,-116.29
119,364,193,30,6,5,82.99,First,Satisfied,391.84
120,226,9,34,5,4,188.67,First,Partly Satisfied,.74
121,12,155,25,5,3,47.56,First,Very Satisfied,-22.08
121,65,187,33,6,9,166.26,Second,Not at all Satisfied,699.02
121,171,132,14,4,7,197.69,Second,More than Satisfied,562.33
121,218,66,27,6,10,95.05,Manager,Partly Satisfied,689.78
121,270,10,18,4,4,190.09,First,Partly Satisfied,1361.19
121,273,134,1,5,8,16.45,First,Partly Satisfied,724.03
122,219,80,30,7,9,198.46,First,Not at all Satisfied,1769.03
122,270,168,19,4,1,50.95,First,Not at all Satisfied,-691.65
122,271,147,18,5,6,96.56,Second,More than Satisfied,955.81
123,126,78,18,2,2,68.03,First,More than Satisfied,1150.11
123,151,192,24,6,9,12.37,Second,Not at all Satisfied,1050.49
123,166,189,22,5,3,62.42,Second,Very Satisfied,-456.00
123,243,166,40,2,1,49.71,First,Satisfied,1337.74
123,265,123,19,7,6,65.79,First,Partly Satisfied,17.15
123,323,28,14,3,1,93.80,Second,Partly Satisfied,1184.86
123,324,189,39,6,5,116.85,First,More than Satisfied,-251.80
124,106,149,19,2,5,47.54,Second,Satisfied,892.08
124,123,165,8,6,10,105.86,Manager,More than Satisfied,570.20
124,171,195,13,3,9,205.27,Second,Very Satisfied,1629.04
124,226,58,2,1,5,113.64,First,Very Satisfied,272.48
124,273,60,30,7,9,19.33,First,Not at all Satisfied,-761.83
124,364,24,16,7,9,176.22,First,Very Satisfied,-566.75
125,173,174,32,6,5,151.72,Second,Partly Satisfied,1176.98
125,231,29,19,5,10,63.93,First,More than Satisfied,-457.29
125,395,33,27,6,3,202.76,Second,Satisfied,1740.39
126,20,85,36,6,3,45.57,First,Very Satisfied,873.31
126,148,177,40,3,3,55.84,Manager,Satisfied,-388.07
126,225,91,26,1,1,48.51,Second,Very Satisfied,-615.41
126,234,133,13,7,3,127.01,Second,Not at all Satisfied,1525.92
127,9,41,39,2,6,144.17,Manager,Partly Satisfied,1096.17
127,114,16,11,2,8,76.43,First,Satisfied,540.79
127,115,61,23,5,8,55.31,Manager,Very Satisfied,824.94
127,126,137,26,6,2,36.87,First,Satisfied,-289.79
127,166,190,23,1,1,100.93,Manager,Partly Satisfied,1358.84
127,182,57,38,6,1,136.75,First,Very Satisfied,1251.56
127,307,78,17,3,4,117.13,First,Very Satisfied,1549.82
128,146,179,7,3,1,65.35,First,Satisfied,76.73
128,243,3,7,5,5,183.35,Second,More than Satisfied,-483.01
128,320,22,15,3,7,157.46,First,Not at all Satisfied,1568.13
128,320,79,20,3,2,110.40,First,More than Satisfied,1040.95
128,366,89,16,1,8,171.61,Second,Very Satisfied,469.11
129,112,76,25,7,8,74.82,First,More than Satisfied,1233.44
129,323,115,31,6,8,68.36,Second,Satisfied,627.48
130,159,88,15,7,3,135.79,First,Not at all Satisfied,544.54
130,254,104,17,5,8,77.39,First,Very Satisfied,-231.32
130,260,16,27,2,8,55.98,First,Not at all Satisfied,-238.79
130,281,61,13,4,10,55.95,First,Partly Satisfied,63.69
130,367,73,23,6,3,124.48,First,Satisfied,-601.39
130,372,174,9,7,4,92.96,First,More than Satisfied,892.45
131,14,45,14,1,7,85.55,First,More than Satisfied,347.91
131,57,38,38,3,1,123.83,First,Partly Satisfied,-603.58
131,155,47,37,7,1,168.59,First,More than Satisfied,677.31
131,217,68,40,2,10,45.57,Second,Not at all Satisfied,-62.72
131,321,28,31,5,6,174.22,Second,More than Satisfied,735.53
132,47,182,27,5,10,47.88,Manager,Not at all Satisfied,1415.68
132,228,144,33,2,2,49.25,Manager,Satisfied,608.44
132,274,71,2,1,6,37.74,First,Satisfied,470.18
132,382,96,7,2,2,206.58,First,Very Satisfied,1733.90
134,6,195,18,1,3,123.65,Manager,Satisfied,1527.94
134,67,24,5,1,7,118.41,Second,Satisfied,1087.29
134,109,196,18,4,1,96.65,First,Not at all Satisfied,1061.13
134,110,83,7,6,9,167.17,Second,More than Satisfied,-489.37
134,116,193,6,5,10,173.79,First,Satisfied,845.84
134,295,58,17,4,9,186.20,Second,Satisfied,-605.68
134,330,75,39,2,6,172.39,Second,Very Satisfied,814.72
135,60,175,6,6,5,129.34,First,Not at all Satisfied,-627.88
135,99,95,7,2,4,150.54,Second,Satisfied,731.92
135,143,129,27,4,10,40.55,Second,Satisfied,1520.00
135,229,108,4,2,5,208.88,First,Partly Satisfied,-619.42
135,242,74,11,5,8,182.16,First,Satisfied,1277.50
135,308,38,6,6,9,24.92,First,Very Satisfied,1344.57
135,330,89,25,6,10,43.53,First,Partly Satisfied,-555.81
136,101,88,6,4,1,49.74,First,Satisfied,728.51
136,164,80,9,1,7,154.08,First,Not at all Satisfied,-592.75
136,224,125,38,1,2,13.51,First,Very Satisfied,1448.89
136,244,189,25,5,8,80.58,First,Not at all Satisfied,1268.38
136,273,105,29,7,8,92.53,First,More than Satisfied,57.80
137,25,112,6,2,3,48.14,Second,Partly Satisfied,902.41
137,33,164,23,6,10,138.50,First,Satisfied,289.00
137,120,58,16,6,5,137.59,First,Satisfied,1024.02
137,215,5,7,2,3,68.44,First,Very Satisfied,-416.38
137,219,39,28,3,3,133.24,Second,Partly Satisfied,284.23
137,300,46,6,1,1,108.45,Second,Satisfied,1447.65
138,68,58,29,5,1,25.13,Second,Satisfied,-413.01
138,111,28,4,7,7,33.37,First,Partly Satisfied,443.36
138,369,34,18,2,8,141.10,First,Satisfied,1128.42
139,92,60,36,4,9,146.89,Manager,More than Satisfied,-278.59
139,241,99,31,2,6,151.98,First,Satisfied,1176.78
139,257,175,28,3,10,43.65,First,More than Satisfied,-626.36
139,272,86,31,5,8,197.17,First,Partly Satisfied,1479.03
139,310,49,26,2,2,67.71,Second,Partly Satisfied,1725.86
139,317,17,21,5,7,90.76,Second,Satisfied,621.62
140,163,186,17,2,3,207.93,Manager,More than Satisfied,-585.85
140,165,102,22,2,9,118.92,Second,More than Satisfied,-660.05
140,170,144,34,4,1,126.64,Second,Partly Satisfied,594.32
140,227,20,14,7,1,174.61,Second,Not at all Satisfied,1509.05
140,330,167,30,6,5,70.58,Second,More than Satisfied,-657.99
140,385,48,30,5,9,100.72,First,Satisfied,514.61
141,44,145,15,6,2,72.05,Manager,Satisfied,480.93
141,96,112,25,6,2,176.83,First,More than Satisfied,821.20
141,207,146,9,2,8,111.38,Second,Partly Satisfied,-412.64
141,309,111,33,7,2,6.29,First,Not at all Satisfied,-217.27
142,97,185,8,4,2,171.58,Second,More than Satisfied,168.07
142,127,199,16,7,5,94.98,First,Partly Satisfied,1364.33
142,400,134,9,5,8,54.39,Manager,Not at all Satisfied,1040.53
143,65,88,36,7,4,39.01,First,Very Satisfied,1514.86
143,121,142,8,6,7,76.07,First,Partly Satisfied,-166.47
143,137,168,3,1,9,179.55,Manager,Not at all Satisfied,1403.30
143,187,149,4,2,2,75.95,First,Very Satisfied,473.68
143,391,79,24,2,1,125.40,Manager,More than Satisfied,-559.10
144,32,92,37,3,9,140.05,First,Partly Satisfied,319.73
144,129,81,9,4,8,163.46,Second,More than Satisfied,175.31
144,159,84,3,1,6,42.24,First,Partly Satisfied,-109.60
144,292,79,4,7,4,9.57,First,More than Satisfied,815.97
145,11,48,9,6,4,176.93,Manager,Not at all Satisfied,1441.84
145,42,52,36,5,3,54.98,Second,Satisfied,174.46
145,58,44,8,1,4,189.43,First,Partly Satisfied,1155.74
145,149,8,15,2,2,193.66,First,Satisfied,-679.62
145,219,154,12,1,1,199.29,Manager,More than Satisfied,531.61
145,239,92,28,2,9,128.21,Second,Very Satisfied,291.16
146,150,152,9,6,2,141.19,Second,More than Satisfied,1706.48
146,214,147,40,7,7,117.54,First,Partly Satisfied,362.25
146,252,161,17,5,7,93.42,Second,Very Satisfied,825.13
147,131,120,36,7,10,28.87,Second,Partly Satisfied,636.29
147,167,82,8,1,7,152.07,First,Satisfied,272.73
147,278,59,20,4,9,62.74,First,More than Satisfied,-338.62
147,317,22,25,5,7,109.17,Second,Very Satisfied,-263.70
148,65,100,9,7,7,50.79,Second,Partly Satisfied,-415.98
148,102,103,23,5,4,107.33,Second,Very Satisfied,1082.21
148,119,90,10,2,6,201.07,First,More than Satisfied,1565.23
148,202,35,3,3,10,19.50,Manager,Not at all Satisfied,1034.46
148,219,166,26,3,2,151.29,Second,Very Satisfied,-636.91
148,246,127,25,1,2,61.56,Manager,Not at all Satisfied,1684.60
148,249,40,14,5,7,30.27,First,Satisfied,1175.70
148,305,136,36,2,6,145.72,Second,Partly Satisfied,1641.55
148,321,7,12,6,3,83.14,First,More than Satisfied,1799.50
149,284,156,15,2,5,15.57,Second,Very Satisfied,-234.78
150,30,183,17,4,2,110.94,First,More than Satisfied,466.87
150,50,87,37,1,2,61.87,First,Partly Satisfied,868.36
150,51,119,4,2,5,169.38,Second,Partly Satisfied,185.89
150,77,168,30,6,10,44.78,First,Not at all Satisfied,-550.46
150,154,72,40,3,2,11.06,Manager,Satisfied,1412.75
150,322,192,20,1,2,200.48,First,Very Satisfied,-638.57
150,363,128,3,2,5,54.12,First,Not at all Satisfied,58.90
150,381,13,30,3,2,196.55,Second,Satisfied,-738.30
151,65,95,9,3,4,159.57,Second,More than Satisfied,524.50
151,72,123,1,5,7,162.83,Manager,Partly Satisfied,1377.23
152,9,78,11,1,4,204.26,First,Not at all Satisfied,1661.51
152,127,33,34,5,2,77.19,First,Very Satisfied,494.02
152,233,101,16,2,3,107.06,First,Satisfied,-434.76
152,279,163,36,2,8,158.88,Second,Satisfied,-618.75
152,333,184,32,1,7,111.99,Manager,More than Satisfied,-2.87
153,316,166,23,2,3,30.97,First,Very Satisfied,1241.08
154,22,167,14,3,1,47.05,First,Partly Satisfied,-268.15
154,54,191,33,1,1,39.81,Second,Partly Satisfied,1343.14
154,155,25,20,3,1,10.96,First,Very Satisfied,159.12
154,192,42,22,6,6,119.75,First,Partly Satisfied,-297.33
154,195,71,27,6,7,142.83,Second,Very Satisfied,-533.16
154,211,177,7,6,7,69.73,Manager,Not at all Satisfied,-638.65
154,222,129,20,2,3,137.58,First,Not at all Satisfied,-19.92
154,306,69,27,6,5,190.00,Manager,More than Satisfied,-664.65
155,66,25,2,6,10,106.35,First,More than Satisfied,976.26
155,72,46,37,3,7,32.07,First,More than Satisfied,928.68
155,142,149,24,7,2,47.72,Manager,Not at all Satisfied,1260.14
155,163,65,8,4,3,99.35,Manager,Very Satisfied,825.08
155,249,56,21,4,10,61.16,First,More than Satisfied,127.84
155,279,12,2,5,6,73.65,First,Partly Satisfied,79.32
155,290,104,2,7,9,189.40,First,Very Satisfied,1773.77
155,378,24,28,1,5,54.68,Second,More than Satisfied,235.32
155,379,199,18,2,7,133.04,First,Not at all Satisfied,1724.79
155,386,62,26,2,1,134.02,Second,Very Satisfied,925.21
155,398,175,11,7,2,78.72,Second,Partly Satisfied,1068.33
156,84,175,15,7,5,91.43,Manager,Not at all Satisfied,-29.82
156,164,140,26,1,2,51.06,First,Very Satisfied,-545.46
156,300,134,39,4,8,73.48,First,More than Satisfied,1631.84
156,318,154,1,3,7,14.58,Second,Very Satisfied,881.58
157,200,170,8,5,9,37.29,Second,Satisfied,-638.85
158,163,82,8,2,9,35.13,First,More than Satisfied,22.60
158,236,66,2,2,5,103.71,Second,More than Satisfied,870.26
158,324,121,23,3,6,158.93,First,More than Satisfied,886.63
158,389,55,1,3,10,105.22,Manager,Very Satisfied,523.42
159,20,126,24,1,5,194.13,Second,More than Satisfied,-602.39
159,104,146,19,2,2,98.05,Manager,More than Satisfied,209.08
159,158,7,12,1,4,191.05,Second,Very Satisfied,1191.67
159,253,143,4,4,1,33.18,Manager,Not at all Satisfied,289.92
159,288,11,4,6,10,166.20,Second,Not at all Satisfied,1418.81
159,388,49,38,1,3,62.31,First,More than Satisfied,-507.31
160,15,105,20,7,7,116.41,Second,More than Satisfied,835.56
160,22,27,27,1,2,108.70,Second,Very Satisfied,587.48
160,174,66,40,7,7,49.50,First,Satisfied,708.03
160,180,76,21,6,7,25.55,Manager,More than Satisfied,-611.47
160,261,120,35,5,1,64.16,First,Partly Satisfied,1043.27
160,324,114,2,4,4,209.05,Second,Very Satisfied,546.37
160,329,62,13,2,6,173.43,Second,Satisfied,438.19
160,358,64,11,1,7,79.17,Second,More than Satisfied,1648.64
161,56,78,32,4,1,29.98,First,Satisfied,1186.62
161,93,29,8,1,8,61.48,First,Not at all Satisfied,61.76
161,97,88,34,2,7,109.31,First,More than Satisfied,657.39
161,374,194,21,3,9,192.83,First,Partly Satisfied,-615.26
162,173,107,20,7,9,151.37,Second,Partly Satisfied,625.77
162,185,12,14,1,10,13.06,First,Not at all Satisfied,638.42
162,336,193,16,1,5,180.02,First,Very Satisfied,1219.86
162,340,132,16,6,9,10.12,First,Partly Satisfied,-704.78
163,29,81,23,2,4,171.34,First,Very Satisfied,1483.86
163,65,96,1,7,7,99.23,Second,Very Satisfied,-114.20
163,114,67,1,3,2,38.01,First,Partly Satisfied,1680.14
163,179,156,11,2,4,108.59,First,Not at all Satisfied,-207.42
163,243,74,34,1,1,51.26,Second,More than Satisfied,-4.19
163,301,48,26,4,5,164.31,First,Not at all Satisfied,-740.54
163,342,34,40,1,1,59.17,First,Satisfied,682.72
165,93,174,37,2,5,126.55,First,Partly Satisfied,1309.53
165,174,44,39,4,10,177.06,Second,Not at all Satisfied,586.83
165,250,76,24,3,10,82.21,First,More than Satisfied,-212.43
165,307,123,32,7,1,61.42,Second,Not at all Satisfied,109.42
165,349,127,11,5,6,53.33,Manager,Partly Satisfied,1613.11
166,14,24,27,5,8,35.72,Second,Very Satisfied,1176.77
166,57,160,20,5,2,39.18,First,More than Satisfied,1296.66
166,68,200,11,7,1,27.62,Manager,Not at all Satisfied,1209.97
166,180,119,35,2,1,133.53,First,Satisfied,1144.37
166,279,153,25,4,9,138.79,First,Not at all Satisfied,898.52
166,347,143,18,3,1,158.43,First,Very Satisfied,1621.82
167,113,116,1,4,8,47.02,Manager,Not at all Satisfied,1254.78
167,206,98,11,3,7,52.74,First,Very Satisfied,855.67
167,324,75,34,4,9,194.19,Second,Satisfied,-605.27
168,63,26,35,4,10,32.47,Manager,Partly Satisfied,-539.35
168,112,24,27,4,8,11.23,First,Not at all Satisfied,1737.20
168,162,55,6,4,7,99.26,Second,Not at all Satisfied,1093.13
168,196,135,30,4,8,14.84,First,Partly Satisfied,56.64
168,260,86,5,4,6,168.09,Second,Very Satisfied,-260.18
168,279,150,34,5,10,130.11,Manager,Satisfied,949.31
168,297,57,16,6,2,166.60,First,More than Satisfied,1215.50
168,299,119,34,3,9,121.18,Manager,Satisfied,1177.93
168,348,117,38,6,4,41.72,Manager,Not at all Satisfied,238.06
169,15,95,21,2,2,136.81,Manager,Not at all Satisfied,1599.72
169,55,62,1,3,9,107.95,Second,Very Satisfied,1375.08
169,95,18,20,3,4,49.09,First,Partly Satisfied,263.68
169,126,84,36,3,8,86.13,Second,More than Satisfied,841.79
169,195,151,32,5,3,198.24,First,Satisfied,1789.76
169,202,97,32,2,1,109.81,Manager,More than Satisfied,-582.28
170,102,175,30,3,4,30.31,First,Satisfied,188.45
170,134,10,4,6,5,200.40,Second,More than Satisfied,1666.88
170,183,198,5,2,8,88.23,First,Satisfied,1315.15
170,222,98,39,7,3,53.12,First,Not at all Satisfied,1069.21
170,302,86,5,1,8,29.92,Second,Satisfied,-245.33
170,364,140,40,1,7,202.13,First,Very Satisfied,754.76
171,276,123,37,6,3,4.62,Manager,Partly Satisfied,1703.51
171,353,122,16,6,5,7.55,Second,Not at all Satisfied,1543.05
172,185,118,31,6,5,44.68,Second,Partly Satisfied,396.86
172,303,87,1,7,7,189.20,Second,Very Satisfied,824.24
172,318,155,6,7,6,109.81,First,Satisfied,-765.95
172,324,79,2,2,4,92.32,First,More than Satisfied,1666.03
172,333,114,6,1,2,115.04,Second,Very Satisfied,135.08
172,390,90,33,5,3,82.88,First,Not at all Satisfied,1517.88
173,15,119,22,1,9,204.97,Manager,More than Satisfied,1062.87
173,66,39,27,4,1,168.19,Second,More than Satisfied,-208.15
173,85,36,1,7,7,110.57,First,Partly Satisfied,521.06
173,136,2,25,2,5,33.31,Second,More than Satisfied,919.47
173,146,165,25,4,3,80.08,Manager,Very Satisfied,875.12
173,244,47,1,1,3,60.53,Second,More than Satisfied,1028.60
173,247,15,16,3,3,4.46,Manager,Partly Satisfied,1199.72
173,312,49,20,4,7,62.48,First,Partly Satisfied,439.40
174,69,103,18,4,3,111.39,Second,Partly Satisfied,413.46
174,133,23,34,3,8,208.72,Second,Satisfied,105.54
174,300,44,7,6,5,4.10,First,Very Satisfied,646.77
174,312,27,12,5,9,125.74,First,Very Satisfied,-433.70
174,377,33,33,4,3,172.93,First,Satisfied,1217.56
175,147,8,28,4,8,92.10,Second,Not at all Satisfied,9.23
175,169,74,35,2,5,31.12,First,Partly Satisfied,1327.98
175,365,97,31,4,9,5.68,First,More than Satisfied,224.34
176,55,36,4,3,9,60.59,First,Not at all Satisfied,1261.34
176,94,40,14,7,1,91.41,Second,Partly Satisfied,267.40
177,85,6,18,6,4,52.88,Second,Not at all Satisfied,-62.46
177,86,58,17,1,1,198.14,First,Very Satisfied,682.80
177,171,40,25,2,10,152.60,First,Partly Satisfied,885.84
177,196,44,33,2,3,134.12,Second,Very Satisfied,-625.83
177,244,163,15,7,7,157.55,First,Partly Satisfied,1795.75
177,273,95,5,6,3,52.80,Manager,Satisfied,-274.58
177,306,12,22,6,7,197.13,Second,Not at all Satisfied,1119.44
177,311,50,3,6,8,133.88,Manager,Not at all Satisfied,1763.44
177,349,80,21,1,10,87.44,First,Very Satisfied,-88.73
178,65,5,11,1,10,184.10,Second,Very Satisfied,294.62
178,98,53,5,1,3,59.50,Manager,Very Satisfied,527.18
178,119,133,40,3,9,150.83,Second,More than Satisfied,97.52
